Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,6,"96,529",45,"474,809",45,0,0,"5,280","2,640",892,0,"1,111",Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,7,"97,242",45,"499,707",45,0,0,"6,593","2,554",617,0,970,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,8,"73,579",45,"340,651",45,0,0,"3,778","1,482",670,0,899,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,9,"47,673",45,"263,545",45,0,0,"2,739","2,043",514,0,640,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,10,"29,763",35,"124,897",35,0,0,"2,211","1,848",211,0,481,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,11,"10,510",35,"22,317",35,0,0,0,0,103,0,0,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,12,"6,374",35,"13,259",35,0,0,0,0,38,0,0,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,1,"382,161","630,923","2,614,705","630,923",0,0,466,364,"1,832",0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,2,"457,921","932,876","3,133,682","932,876",0,0,804,499,"1,923",0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,3,"690,615","722,703","4,992,490","722,703",473,0,"5,052","2,150","12,414",0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,4,"867,375","701,491","6,395,760","701,491","1,291",0,"7,625","5,706","16,723",0,"1,055",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,5,"907,646","497,155","6,944,379","497,155","1,288",0,"18,698","11,056","14,675",0,"2,569",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,6,"1,304,711","657,436","9,864,377","657,436","1,503",0,"27,956","16,680","11,840",0,"4,691",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,7,"1,492,508","1,016,251","11,251,058","1,016,251","1,521",0,"32,332","20,762","9,371",0,"5,809",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,8,"1,235,188","727,496","9,201,284","727,496","1,405",0,"25,972","11,492","9,605",0,"3,002",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,9,"1,282,168","1,054,742","9,345,614","1,054,742","1,255",0,"16,581","14,608","7,269",0,"1,969",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,10,"1,336,369","1,334,690","10,034,760","1,334,690","1,395",0,"21,680","22,814","11,170",0,"3,190",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,11,"817,238","1,081,022","5,721,245","1,081,022","1,029",0,"2,890","3,802","5,388",0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,12,"564,993","1,039,483","3,844,250","1,039,483",0,0,408,164,"2,142",0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2017,"11,338,893","10,396,268","83,343,604","5,198,137","11,160",0,"160,464","110,097","104,352",0,"22,285"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,1,"12,105",0,"35,532",0,0,0,801,510,134,0,200,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,2,"21,610",0,"32,034",0,0,0,663,653,143,0,93,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,3,"51,285",0,"101,773",0,0,0,"1,594","1,236",890,0,627,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,4,"18,856",0,"61,009",0,0,0,"1,254","1,038",369,0,230,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,5,"18,076",0,"52,526",0,0,0,"1,159",686,341,0,211,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,6,"14,733",0,"44,305",0,0,0,"1,209",374,231,0,340,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,7,"12,234",0,"38,991",0,0,0,"1,095",346,194,0,188,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,8,"14,183",0,"24,732",0,0,0,789,149,148,0,122,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,9,"10,114",0,"25,471",0,0,0,823,327,244,0,77,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,10,"17,643",0,"42,577",0,0,0,"1,049",662,245,0,181,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,11,"20,336",0,"61,424",0,0,0,941,738,634,0,219,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,12,"14,082",0,"37,750",0,0,0,723,464,323,0,91,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2017,"225,257",0,"558,124",0,0,0,"12,100","7,183","3,896",0,"2,579"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,1,"105,951","2,424","255,314","2,424",0,0,775,0,222,0,374,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,2,"86,467","2,424","209,179","2,424",0,0,712,0,184,0,242,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,3,"101,252","2,424","251,553","2,424",0,0,740,0,215,0,532,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,4,"91,200","2,424","229,592","2,424",0,0,565,0,621,0,398,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,5,"105,664","2,424","253,586","2,424",0,0,547,0,207,0,435,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,6,"101,215","2,424","245,102","2,424",0,0,711,0,242,0,354,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,7,"106,569","2,424","260,302","2,424",0,0,768,0,242,0,350,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,8,"104,603","2,424","243,706","2,424",0,0,558,0,157,0,269,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,9,"95,214","2,424","226,309","2,424",0,0,624,0,162,0,390,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,10,"53,030","2,424","151,205","2,424",0,0,415,0,212,0,468,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,11,"52,971","2,424","141,475","2,424",0,0,439,0,209,0,565,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Haleakala NP,HALE,National Park,Pacific West ,HI,2017,12,"108,254","2,424","250,587","2,424",0,0,337,0,204,0,463,Haleakala NP,HALE,National Park,Pacific West ,HI,2017,"1,112,390","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,1,"197,836","145,354","1,209,550","145,354","2,938",653,193,0,422,0,"8,166",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,2,"169,822","144,997","1,052,838","144,997","2,705",643,150,0,326,0,"7,685",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,3,"165,607","154,600","1,083,237","154,600","3,126",790,135,2,277,0,"9,634",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,4,"151,049","148,203","952,006","148,203","2,992",692,112,2,246,0,"7,141",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,5,"155,710","144,241","996,416","144,241","2,777",638,133,5,431,0,"7,932",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,6,"180,135","153,978","1,147,248","153,978","3,161",897,119,7,557,0,"8,775",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,7,"201,554","160,245","1,267,447","160,245","3,621",922,99,5,512,0,"9,228",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,8,"183,307","186,501","1,117,960","186,501","2,942",815,121,5,467,0,"6,821",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,9,"141,377","156,811","839,608","156,811","2,574",366,87,4,340,0,"4,708",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,10,"147,225","154,699","903,364","154,699","2,734",438,84,3,332,0,"6,384",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,11,"149,202","150,244","919,927","150,244","2,280",512,118,5,414,0,"6,272",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,12,"173,878","156,370","1,053,974","156,370","2,823",441,185,15,431,0,"6,726",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2017,"2,016,702","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472"
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,1,"78,452","181,887","69,658","181,887",0,0,26,"1,489",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,2,"85,069","211,021","76,538","211,021",0,0,17,"1,621",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,3,"124,670","191,246","121,497","191,246",0,0,192,"2,284",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,4,"107,420","196,964","125,833","196,964",0,0,107,"2,972",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,5,"133,958","210,348","126,683","210,348",0,0,87,"2,257",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,6,"157,374","272,093","137,243","272,093",0,0,29,"2,374",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,7,"177,934","198,237","161,728","198,237",0,0,192,"2,219",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,8,"215,752","193,065","186,121","193,065",0,0,64,"1,983",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,9,"143,475","222,922","122,828","222,922",0,0,550,"1,571",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,10,"126,573","214,110","110,224","214,110",0,0,89,"1,679",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,11,"104,899","173,001","82,223","173,001",0,0,102,"1,098",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,12,"106,040","190,634","80,984","190,634",0,0,12,996,0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2017,"1,561,616","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,1,47,5,47,5,0,0,0,0,0,70,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,2,67,0,67,0,0,0,0,0,0,140,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,3,87,0,87,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,4,128,1,125,1,0,0,0,0,0,2,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,5,"1,377",2,"81,150",2,40,1,379,0,"1,940",0,968,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,6,"4,576",38,"230,618",38,"2,243",18,675,0,"3,696",78,"2,608",Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,7,"8,212",28,"355,374",28,"3,465",89,978,0,"5,442",33,"4,296",Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,8,"10,251",46,"429,021",46,"4,326",65,"1,195",0,"7,661",86,"3,858",Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,9,"3,046",11,"141,553",11,"1,298",12,614,0,"2,923",14,808,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,10,255,2,"1,306",2,0,0,9,0,31,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,11,69,0,69,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,12,81,0,81,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2017,"28,196",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,1,"240,124",910,"1,615,166",910,0,0,"23,852","8,028","1,511",0,"4,981",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,2,"260,139",963,"1,761,498",963,0,0,"23,352","10,218","2,122",0,"7,388",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,3,"404,545","1,507","2,620,491","1,507",0,0,"38,484","12,024","4,163",0,"6,121",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,4,"361,992","1,374","2,432,359","1,374",0,0,"37,100","11,055","4,015",0,"5,439",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,5,"221,752",845,"1,547,991",845,0,0,"22,788","6,726","1,239",0,"7,209",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,6,"125,896",470,"682,358",470,0,0,"7,864","1,518",274,0,"2,733",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,7,"124,571",464,"587,943",464,0,0,"4,760","1,206",102,0,"1,922",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,8,"142,340",536,"698,139",536,0,0,"6,172","1,260",306,0,"2,466",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,9,"157,084",571,"931,160",571,0,0,"10,644","2,664",465,0,"6,211",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,10,"223,008",833,"1,673,109",833,0,0,"25,876","6,855","1,509",0,"10,331",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,11,"307,770","1,120","1,946,137","1,120",0,0,"25,528","8,040","1,942",0,"9,479",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,12,"284,398","1,095","1,865,677","1,095",0,0,"23,964","8,541","1,942",0,"7,921",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2017,"2,853,619","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201"
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,1,100,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
